id,user_id,trim_id,vin,estimated_cost,registration_date
121,108,435,WAULFAFR8DA557131,334887,2021-11-13 23:39:58
122,546,91,2T1KU4EE1CC172203,72935,2017-07-26 00:32:57
123,706,145,5N1CR2MN5EC223477,90841,2016-12-13 20:57:06
124,223,474,1GKS1AECXFR398227,128258,2015-07-05 02:26:26
125,648,794,1C3CCBBB5EN644896,120353,2020-12-08 21:59:41
126,762,223,JTJBARBZ4F2708896,293714,2017-04-11 19:45:47
127,917,432,5YMKT6C51F0038833,401263,2017-07-14 10:44:16
128,119,885,1G4HP54K734764069,394056,2017-02-14 11:31:23
129,220,680,3VWKX7AJ5DM418882,271261,2018-06-24 22:19:43
130,675,924,2GKALMEK9E6274801,107662,2017-05-08 06:49:55
131,975,252,2C3CCAGG6CH454657,407540,2018-10-06 13:42:28
132,22,165,2FMDK3AK2CB298351,36784,2017-01-23 15:11:37
133,951,448,WAUDG78E75A631543,392801,2017-05-24 14:25:47
134,349,44,JTJBC1BAXD2201584,96884,2019-07-04 16:51:23
135,229,105,SALVN2BG4DH400186,374926,2017-06-20 04:00:47
136,757,41,WBSBR93404P647666,168435,2019-08-10 20:13:52
137,890,114,WAUWMAFC9FN490811,66868,2015-01-01 05:35:21
138,450,972,SALFP2BN1AH076140,314604,2020-11-24 19:48:48
139,963,931,19XFB2F5XDE894699,445535,2017-04-11 16:29:34
140,778,13,WAUFFAFL9EN094550,82242,2020-01-10 08:21:39
141,733,750,3VW467AT8DM334715,346786,2015-09-29 14:01:57
142,937,84,3D73M3CL7BG473360,361997,2017-10-02 22:31:42
143,910,469,1FTEX1CM2CF280119,96003,2019-04-20 13:18:38
144,171,565,WDDEJ7EB6EA062855,202162,2016-02-15 02:03:02
145,380,550,1FTEW1CMXCK835330,146087,2020-04-10 17:04:46
146,435,938,5UXKU6C54F0550641,448906,2018-03-29 16:53:07
147,838,265,1G6AC5S3XF0216613,479605,2020-08-17 02:26:00
148,386,519,1G6KE57Y12U460592,416051,2018-10-17 15:48:16
149,779,606,WAUSH78E58A752466,188636,2015-06-09 04:24:53
150,381,384,1D7RB1CT1BS231631,310838,2019-06-15 04:09:09
151,404,462,WBA3V7C55EP008993,441821,2017-04-04 00:01:11
152,600,619,2G4WD582661359458,451481,2017-04-19 07:12:42
153,485,896,2C3CDXL97FH601449,140617,2019-03-16 10:34:30
154,201,963,WAUDF78E36A263477,338636,2018-11-27 09:53:43
155,42,331,3VWKZ8AJ4BM455550,283068,2019-07-01 20:38:50
156,757,275,1FTEW1CM5CK847059,69512,2017-04-02 14:50:12
157,87,184,WP0AB2A98FS768815,128832,2018-02-21 01:56:40
158,383,82,WBANA53515C472492,160836,2019-09-16 12:52:09
159,60,942,1GYFC13299R082284,348700,2018-05-16 10:37:56
160,673,527,WBADT43461G271617,119043,2016-06-21 02:15:13
161,854,941,1N6AA0EC9FN818789,76647,2015-05-31 03:09:04
162,858,511,WAUDFAFC9CN594907,353354,2020-04-27 03:11:01
163,71,782,WP1AA2A29DL267828,31710,2017-05-15 10:42:37
164,338,956,SCFAD01A05G667425,211368,2020-03-03 18:02:49
165,353,660,2G4WD562851002249,34452,2015-02-13 06:38:43
166,317,614,WBAYE8C56ED829940,122599,2020-04-02 06:24:12
167,491,908,WBSDX9C50DJ378000,215415,2021-06-06 21:21:01
168,486,282,2HNYD28258H781625,32394,2019-07-13 21:23:41
169,193,797,JN1CV6FE0FM168343,221291,2017-10-31 11:09:52
170,80,748,WBADS33421G394988,370310,2015-07-04 05:42:41
171,824,45,WA1CV94L39D930143,423297,2021-08-28 15:35:23
172,640,724,WBXPA93405W193773,49202,2016-09-07 16:41:56
173,247,130,WDDEJ7HB5AA529527,374990,2021-06-16 17:49:13
174,456,969,JM1NC2JF3C0679178,288941,2016-11-28 14:01:34
175,519,136,WAUDH98E88A533425,54922,2017-02-24 15:34:17
176,25,431,WBAEN33444P062034,105495,2020-06-14 19:02:27
177,561,440,1GYS3CEF4DR458103,147075,2020-11-18 11:43:24
178,302,871,5UXZV8C59D0049300,116794,2019-02-10 08:12:20
179,607,598,5UXFG83558L153199,158411,2017-09-20 06:13:04
180,28,777,JN8AZ2KR5DT533181,417231,2019-02-25 14:38:35
181,237,627,WAUCFAFR7FA661290,45446,2015-12-09 00:04:31
182,485,773,1FM5K7B83FG973782,239199,2017-12-04 22:28:13
183,357,588,2C3CCARG2DH011808,160824,2020-05-21 05:10:29
184,767,442,SALWR2VF7FA563177,461256,2018-10-29 21:41:33
185,458,695,JM1NC2JF0F0892108,61308,2017-01-02 08:27:45
186,104,692,WAUWFAFR8EA860750,153849,2018-05-21 01:54:12
187,217,811,1G4HP54K014002411,130239,2019-02-28 23:32:17
188,658,418,1D7RE3GK0AS267507,117388,2020-12-05 07:05:28
189,44,531,WP0AA2A90CS871838,104136,2016-11-20 05:28:52
190,722,551,JM1NC2EF6A0071677,146929,2020-08-30 02:34:42
191,977,459,WAUCD64B24N403726,198599,2017-09-03 20:29:24
192,318,220,WAUDF48H07K770325,83193,2015-06-24 08:57:14
193,505,817,1GTC5MF98C8538298,453421,2021-09-28 08:54:17
194,943,315,1GYFC53209R639154,435261,2015-01-08 02:51:56
195,944,285,JN8CS1MW8EM287166,421650,2018-02-03 02:27:16
196,488,271,WBADR63423G097297,492898,2016-06-29 05:24:16
197,744,913,1GYFK53209R685019,176317,2017-12-28 21:14:24
198,279,743,3N1CN7AP7DL801863,137079,2017-02-26 08:04:09
199,349,433,2FMDK3AC2AB188230,352492,2021-07-25 02:36:00
200,711,229,WA1AV74L49D466050,419019,2019-12-01 22:24:18
201,124,78,WBASN4C53CC149852,188294,2018-06-17 03:04:29
202,462,144,KNAFU6A29C5131756,424907,2021-08-30 10:50:21
203,873,958,1G6AE5SX2D0280140,46115,2017-11-29 05:11:49
204,487,485,JN1CV6APXAM678880,368109,2018-11-22 13:24:38
205,358,557,1N6AA0EC1DN707151,181773,2015-07-19 11:57:20
206,466,413,JN8AE2KP2D9153531,183026,2016-04-07 17:56:53
207,431,864,WAULD64B92N401680,498933,2017-08-29 00:47:46
208,81,547,WAUGGAFC4DN509175,438717,2015-02-26 07:46:20
209,744,666,3C4PDDDG4ET703273,396587,2017-02-23 08:06:19
210,638,96,1FMNE1BW0AD486052,279184,2020-12-19 21:11:25
211,330,902,WBAFR1C56BC093151,132565,2016-05-13 19:13:48
212,238,197,KNDPB3A29B7607499,235801,2017-10-12 15:51:21
213,798,387,19UUA9F20AA235135,478100,2017-02-06 03:00:01
214,468,513,1G6DS57V090939403,374537,2018-04-06 12:22:52
215,292,203,1FTEX1C85AF524166,263787,2020-05-24 12:20:53
216,602,473,1G6AK5S36F0698922,492252,2020-08-28 14:26:00
217,361,142,1D7RW2GK6AS671659,249534,2020-04-14 23:41:43
218,822,367,JTHBL5EF1F1024772,218998,2020-11-18 23:55:35
219,998,445,WBAGL63422D101184,353407,2016-03-24 14:04:31
220,559,671,JTDBT4K30B1072392,429528,2015-02-10 01:00:53
221,822,602,5J6TF1H36FL924976,277525,2021-03-24 01:35:29
222,713,470,1D4RD2GG6BC358492,351374,2017-06-19 04:20:30
223,967,686,WA1MMAFE8AD996182,482304,2021-03-04 21:04:47
224,550,134,WAUGL78E76A221349,216679,2019-09-26 10:37:12
225,929,935,3D73Y3HL7BG622976,487309,2019-08-12 16:57:07
226,928,654,1G4GC5G39FF488143,246682,2020-02-25 10:24:05
227,346,199,SCBBR53W56C613270,67022,2019-05-28 15:57:56
228,681,976,1FADP3E27EL627802,444240,2019-06-13 07:53:45
229,869,265,WBAFZ9C53DD733053,458337,2017-11-14 05:39:19
230,329,624,WAUKH94F87N290955,371762,2021-06-02 01:11:54
231,21,422,19UUA8F30DA374284,33176,2017-12-14 21:56:18
232,363,831,WBA3D5C58EF680205,34052,2020-09-02 13:18:29
233,356,177,WBAUP93558V471565,90181,2016-12-17 17:38:17
234,983,585,WAUHF78P17A513593,348907,2020-03-30 23:20:17
235,359,312,2HKRM3H38FH360026,479694,2021-05-26 04:23:34
236,19,202,JTHHE5BC9F5149915,140843,2018-09-01 01:48:28
237,661,851,4T1BK3DB3BU396528,276740,2017-05-12 04:41:17
238,777,883,3VW507AT1FM052649,52659,2018-05-26 11:24:45
239,762,232,WAUVT58E95A572872,391291,2017-09-24 10:49:33
240,30,251,3VW4A7AT7DM522740,178767,2015-10-27 21:56:02
241,718,623,YV4902BZ0D1375043,194943,2018-12-15 15:36:12
242,587,641,JTHFE2C2XA2107002,487819,2015-02-20 16:47:55
243,170,188,3TMJU4GNXBM643179,164709,2016-09-10 02:21:58
244,273,151,2FMGK5B89DB768890,245784,2018-08-03 01:27:56
245,950,612,2G4GU5GV9D9400650,412197,2021-10-31 08:48:35
246,22,610,1G6AE5S35E0389612,448938,2018-06-29 23:47:35
247,235,71,SCBCR73WX9C653977,85904,2020-07-01 10:21:23
248,704,297,WDCGG0EB7FG521330,152138,2020-09-06 19:05:04
249,257,355,JN1CV6EK7EM674385,215139,2021-06-25 11:34:09
250,235,650,1GYEK63N32R957516,175831,2015-03-09 17:03:23
251,411,2,1FMCU4K32CK362476,69199,2019-04-06 14:10:28
252,648,921,2G4WB55K511580696,221175,2015-07-06 23:47:12
253,129,57,1N4AL2AP2CC802481,468089,2021-07-10 11:17:12
254,836,657,WVGAV7AX3CW918526,105986,2015-03-10 11:10:31
255,402,40,WAUDF98E38A412520,376119,2015-08-04 03:27:16
256,855,645,WDBSK7AA7CF929038,356790,2021-03-25 15:04:38
257,272,109,WBALW3C52EC810544,277274,2019-02-09 12:57:26
258,614,555,SAJWA1CB1BL979153,311212,2016-03-04 22:59:10
259,525,841,JTDKTUD39ED343949,52608,2021-05-13 02:46:19
260,933,464,WBAWB7C54AP254529,171960,2020-02-10 22:29:36
261,680,708,1GYS3JEF0BR961371,243639,2017-05-11 13:36:39
262,360,64,WA1CGAFEXBD907653,469241,2021-04-25 14:15:21
263,713,618,WAUSH78E57A778757,107333,2019-07-15 18:26:00
264,379,647,SALAB2D46AA353161,315728,2018-05-31 16:31:48
265,178,240,1N6AF0LX9EN821388,282828,2019-04-23 06:12:56
266,150,922,5YMGZ0C52E0583374,328764,2015-11-05 07:09:56
267,623,80,1GKS2GEJ1BR685108,479394,2021-03-07 17:08:56
268,589,720,19UUA9F21EA294328,247468,2015-11-19 10:44:45
269,317,172,1FADP5BU6DL179326,277060,2015-05-01 07:17:36
270,71,798,5N1AN0NU1CC652397,423094,2021-07-17 19:27:12
271,442,840,JTDBT4K31B1566941,494827,2015-11-07 20:53:03
272,741,291,WP1AA2AP8AL253295,412610,2017-06-25 08:34:28
273,711,760,JN8CS1MU9DM335612,54426,2017-02-08 10:01:58
274,517,368,WBALM7C53EJ571921,154129,2017-08-14 04:47:16
275,878,573,WBAUP7C54BV427987,453258,2019-04-01 21:04:00
276,478,894,WA1LMBFE9CD930955,480166,2021-12-17 10:45:26
277,712,104,1D7RV1CT4BS522065,80543,2019-03-22 19:57:58
278,748,609,1G6AK5SX5D0152595,379439,2015-12-17 14:54:14
279,49,443,5UXZW0C52D0133294,408208,2020-11-13 20:04:42
280,526,1,2HNYD18201H357754,35884,2019-10-05 10:26:25
281,730,437,2T1BPRHE0FC931668,228252,2020-06-18 16:15:39
282,882,672,1N6AD0CU4CC367426,87082,2016-12-14 05:22:50
283,96,161,3VW4A7AT6CM778222,332396,2020-02-09 01:43:49
284,584,806,WAUKF98EX8A038074,257501,2015-08-14 13:12:23
285,897,829,JTHBL5EF0F5130655,144121,2015-01-08 20:14:07
286,266,408,1GD020CG0DZ820935,240236,2021-10-25 17:03:33
287,34,632,WBAUL7C50CV868531,448750,2016-05-05 16:04:48
288,911,122,3D7LT2ET2BG376769,329479,2021-12-25 10:30:19
289,777,365,2G4GS5GXXF9827264,99458,2015-07-04 21:00:28
290,463,226,SCBLC47J49C169947,109201,2019-07-31 04:45:58
291,84,944,5GAKRCKD2EJ098077,53871,2020-06-11 16:45:37
292,666,721,KNADH4A32A6631645,204766,2016-03-14 19:07:36
293,429,328,WBAGL83574D000973,339221,2021-02-15 05:36:51
294,889,795,1N4AL2AP8BN970256,224274,2019-06-14 09:16:05
295,358,383,WAURV78T38A740855,404325,2018-11-21 20:45:10
296,242,108,WAUKD78P67A705071,341739,2018-05-20 01:40:17
297,22,603,3VW4A7AT2CM345982,177956,2015-04-08 21:57:43
298,845,48,3D7TP2CT4BG096892,322564,2015-10-18 07:45:47
299,97,382,WAUVVAFR0BA613331,238280,2015-05-09 23:48:20
300,455,665,WAUSF98K09A519670,274020,2016-01-06 11:22:20
301,863,419,1N6AF0LX7FN849644,382065,2019-11-10 00:56:26
302,150,761,WAUAH98E78A409570,175076,2018-07-25 23:21:53
303,897,715,1N6AA0CA9EN019157,391240,2015-06-04 13:03:31
304,905,374,WBADN63433G092248,452496,2018-01-07 17:03:35
305,228,870,KNAFX6A87F5117029,119174,2018-01-31 04:41:11
306,808,287,1G4HP54K93U435700,222383,2018-06-02 01:33:33
307,158,429,2C3CDXJG8CH327885,226432,2017-01-09 22:22:57
308,56,898,2C3CDXJG9DH587195,193343,2015-10-15 17:34:54
309,787,60,1G6KD57Y38U679632,43601,2020-03-10 21:22:05
310,292,651,3C63DRBL7CG857193,298641,2020-06-10 11:37:48
311,523,16,KNADM4A33D6160279,108940,2016-06-23 14:16:37
312,603,182,5N1BA0NC2FN510401,69722,2015-11-05 22:18:43
313,227,81,WVGEF9BP8DD958090,421570,2016-09-28 16:57:07
314,780,980,1D7CE3BK1AS354720,86402,2015-09-17 04:06:29
315,650,56,1G4HG5EM3AU864800,130459,2018-06-07 01:48:37
316,969,872,WVGDP9BP7ED951612,140324,2015-01-10 15:58:03
317,789,307,WP0AB2A84CU538289,420038,2016-12-17 04:22:53
318,204,764,SALAB2D4XCA772696,139344,2017-12-31 06:09:28
319,976,970,JH4KB16598C246002,481730,2016-05-13 15:26:33
320,310,528,1C4RDHAG9CC816732,58882,2019-06-22 18:12:02
321,586,662,WAUEH78E07A544135,259748,2018-07-09 05:49:25
322,694,663,JN8AF5MR9FT795361,171056,2021-03-19 12:37:40
323,654,194,5N1BA0NC0FN277974,387694,2018-02-27 16:12:19
324,138,231,WBSBL93445P188614,457915,2017-05-15 17:04:43
325,790,722,5UXFA53503L072703,31344,2021-01-21 11:32:25
326,333,554,1GKS2FEJ7DR323653,456834,2020-03-27 20:21:32
327,623,845,WAUKG58E85A610549,147358,2015-05-16 13:24:49
328,767,611,1GYS3UKJ2FR835125,322254,2019-06-09 11:28:26
329,742,950,JTHFF2C29F2662088,94535,2021-01-03 03:26:31
330,297,523,WAURV78T09A410222,141486,2020-12-24 06:40:15
331,676,89,1N6AD0CU5FN467348,198055,2015-08-21 00:28:12
332,490,512,KMHTC6AD9FU957765,63330,2016-11-07 17:04:13
333,962,329,3GYT4NEF5BG695645,496021,2017-01-08 07:47:07
334,818,414,1G6KD54Y02U780168,312128,2020-01-31 16:12:20
335,766,566,WAUBFAFL8BA013863,52344,2017-02-27 03:19:45
336,783,468,WAU3VAFR7CA866428,128846,2021-06-24 00:20:40
337,747,925,JN1AZ4FH5FM752568,367894,2020-11-18 01:56:18
338,846,257,KNDJT2A56D7015536,128437,2015-01-30 09:42:17
339,119,926,1G6DN57S840558341,227559,2017-12-06 22:33:46
340,841,546,WBA5B3C59ED629214,356857,2017-01-20 02:16:06
341,104,718,1N6AF0LX9EN888427,382029,2020-07-15 17:38:33
342,301,615,2G4WE567251235262,200726,2021-12-22 19:30:30
343,972,639,WAUDF78E86A469104,91280,2019-10-09 05:52:38
344,55,804,5GAKRBED5BJ810793,176904,2018-01-30 15:15:27
345,973,927,1G4GD5ER4CF762865,172520,2015-10-24 06:25:56
346,212,719,JN8AF5MV7FT021882,449451,2020-03-06 06:09:02
347,823,655,2HNYD18714H611472,164775,2020-02-22 19:59:21
348,627,180,WBAWC33537P034619,379128,2019-09-30 16:10:31
349,649,561,1G6DC5EG0A0182394,59274,2017-06-09 01:48:56
350,319,510,2C3CA4CD4AH800480,183882,2018-10-14 04:43:27
351,765,156,4T1BF1FK3EU830585,126354,2018-10-01 09:17:38
352,264,221,19UUA56712A708305,97036,2019-12-19 02:18:22
353,277,141,WAUFFAFL1EA388919,79509,2018-02-23 00:47:00
354,162,891,19UYA42612A779142,244529,2015-02-02 15:38:18
355,890,887,WAUBF78E88A595232,340883,2021-04-21 14:26:41
356,830,778,2G4WD562551920573,272552,2019-03-21 00:55:58
357,116,26,SCBCP73W38C434251,358417,2019-07-17 07:27:11
358,44,783,1G6KD57Y32U012146,62678,2017-09-24 17:24:47
359,120,294,1G6AB5RA0E0995462,96082,2020-05-21 18:30:11
360,181,640,WAUDV94F49N983851,249853,2016-07-04 19:36:13
361,755,978,JH4DC44641S469126,176197,2018-10-14 10:16:13
362,24,245,WAUHE98P69A036306,189447,2017-07-03 19:55:52
363,664,726,WAUAFAFL3CA070694,165380,2018-03-25 09:41:40
364,192,363,JTDKTUD30ED512336,140631,2018-02-06 14:36:46
365,537,260,1G6KD57Y09U246044,459208,2016-01-02 18:46:31
366,707,276,1N6AF0KX8FN855289,363641,2015-10-17 08:37:09
367,967,910,WBA3D3C53EF662134,67576,2019-07-19 14:31:49
368,730,66,1D4RD2GG3BC609663,401330,2016-11-14 03:31:21
369,201,535,JN1AZ4EH9EM287549,232370,2017-04-24 01:37:44
370,957,790,WAUDK78T49A647797,258066,2016-08-01 03:47:09
371,453,138,JTHBK1GG7F2024304,313805,2018-01-31 12:27:42
372,434,24,WAUAFAFL7AA574517,162505,2016-12-29 00:31:06
373,594,617,SCFAD02A25G039154,186833,2018-02-04 08:33:41
374,547,397,1G4HA5EM8BU437745,388573,2020-04-11 14:03:03
375,366,298,WVGAV7AX1CW224742,453588,2021-08-10 14:41:11
376,775,430,19UYA42523A876049,239114,2020-01-25 16:15:45
377,14,6,2T1BURHE9EC786167,466876,2016-12-15 15:30:59
378,334,436,2C3CDXFG8FH903312,235601,2020-01-28 16:19:57
379,365,344,WAUML64B64N732484,85157,2015-12-18 04:58:14
380,193,860,WAUKG78E85A959822,243450,2015-03-08 13:40:03
381,342,318,ZFBCFADH1FZ627976,213881,2017-05-08 19:29:06
382,238,596,JTHBK1EG2A2935202,117576,2019-12-25 05:54:48
383,574,934,5J8TB1H28CA767680,30589,2018-04-21 22:16:17
384,551,162,JN8CS1MU8FM838485,366027,2021-09-28 20:29:15
385,77,482,WAULF78K89A134639,243949,2021-04-08 16:17:34
386,837,337,1GTC5LF96B8728397,147038,2021-10-01 07:31:15
387,398,659,5N1AT2ML0EC244597,93920,2015-08-04 00:57:29
388,913,948,1G6AA5RA3D0864608,359259,2019-01-18 21:27:50
389,808,520,JTDJTUD34ED481748,328974,2019-12-08 22:29:24
390,594,61,JA32U2FU8DU104106,283600,2017-04-21 01:21:35
391,191,699,2T1BURHE0FC935325,386664,2020-10-27 15:45:36
392,674,808,5YMGZ0C50CL401649,104857,2021-11-07 21:26:08
393,963,704,2HNYD18896H401021,231345,2019-10-24 15:46:02
394,700,453,3GYFNGE33FS795015,207469,2019-12-26 05:50:14
395,651,299,WAUEH78E26A718740,212357,2015-06-15 12:56:37
396,878,900,WUAAU34278N323517,348459,2018-08-25 06:48:13
397,454,178,SCBCR63W05C396428,414013,2016-12-27 12:21:05
398,598,960,SCFFDCCDXAG449307,263194,2018-12-20 14:03:27
